,Geneid,Chr,Start,End,Strand,Length,sampleTreat_1.sam,sampleTreat_2.sam,sampleTreat_3.sam,sampleCtrl_1.sam,sampleCtrl_2.sam,sampleCtrl_3.sam,sampleTreat_1.sam.tpm,sampleTreat_2.sam.tpm,sampleTreat_3.sam.tpm,sampleCtrl_1.sam.tpm,sampleCtrl_2.sam.tpm,sampleCtrl_3.sam.tpm,sampleTreat_1.sam.cpm,sampleTreat_2.sam.cpm,sampleTreat_3.sam.cpm,sampleCtrl_1.sam.cpm,sampleCtrl_2.sam.cpm,sampleCtrl_3.sam.cpm
3568,YPK_3616,NC_010465,3988992,3990302,+,1311,2,0,0,0,2,0,33.9043,0.0,0.0,0.0,39.6397,0.0,59.4054,0.0,0.0,0.0,73.3783,0.0
3569,YPK_3617,NC_010465,3990308,3990814,+,507,2,0,0,1,0,1,87.6697,0.0,0.0,53.5816,0.0,65.2311,59.4054,0.0,0.0,38.3671,0.0,44.7407
3570,YPK_3618,NC_010465,3990997,3992664,+,1668,36,17,28,16,28,20,479.6607,220.7273,373.4788,260.5839,436.1791,396.5486,1069.2963,516.0585,912.9145,613.8735,1027.2967,894.8145
3571,YPK_3619,NC_010465,3992810,3993940,-,1131,14,17,6,1,12,4,275.1016,325.5288,118.0301,24.0193,275.6903,116.9661,415.8375,516.0585,195.6245,38.3671,440.27,178.9629
3572,YPK_3620,NC_010465,3994097,3995368,-,1272,0,0,0,6,0,4,0.0,0.0,0.0,128.1409,0.0,104.0005,0.0,0.0,0.0,230.2026,0.0,178.9629
3573,YPK_3621,NC_010465,3995527,3996909,-,1383,0,4,5,0,2,2,0.0,62.6384,80.4362,0.0,37.576,47.8267,0.0,121.4255,163.0204,0.0,73.3783,89.4815
3574,YPK_3622,NC_010465,3997013,3997993,-,981,0,6,2,3,0,1,0.0,132.4602,45.3592,83.0761,0.0,33.7127,0.0,182.1383,65.2082,115.1013,0.0,44.7407
3575,YPK_3623,NC_010465,3998285,3998986,+,702,8,1,0,0,0,4,253.2681,30.8508,0.0,0.0,0.0,188.4453,237.6214,30.3564,0.0,0.0,0.0,178.9629
3576,YPK_3624,NC_010465,3999098,3999817,-,720,16,17,24,10,12,17,493.8729,511.3515,741.6222,377.3038,433.0635,780.8703,475.2428,516.0585,782.4981,383.671,440.27,760.5924
3577,YPK_3625,NC_010465,3999942,4001165,-,1224,4,9,6,22,14,13,72.6284,159.2444,109.0621,488.2755,297.2004,351.2566,118.8107,273.2075,195.6245,844.0761,513.6484,581.6295
3578,YPK_3626,NC_010465,4001297,4002619,-,1323,2,6,4,0,0,1,33.5968,98.2188,67.2673,0.0,0.0,24.9979,59.4054,182.1383,130.4164,0.0,0.0,44.7407
3579,YPK_3627,NC_010465,4002740,4003537,-,798,3,5,2,0,2,5,83.5499,135.697,55.7611,0.0,65.1223,207.219,89.108,151.7819,65.2082,0.0,73.3783,223.7036
3580,YPK_3628,NC_010465,4004158,4005429,-,1272,0,4,4,0,0,0,0.0,68.1045,69.9644,0.0,0.0,0.0,0.0,121.4255,130.4164,0.0,0.0,0.0
3581,YPK_3629,NC_010465,4005964,4006773,-,810,0,0,0,3,0,3,0.0,0.0,0.0,100.6143,0.0,122.4895,0.0,0.0,0.0,115.1013,0.0,134.2222
3582,YPK_3630,NC_010465,4006789,4008063,-,1275,0,4,7,2,4,1,0.0,67.9443,122.1495,42.6131,81.5178,25.9389,0.0,121.4255,228.2286,76.7342,146.7567,44.7407
3583,YPK_3631,NC_010465,4008140,4008301,-,162,0,2,0,0,1,0,0.0,267.3733,0.0,0.0,160.3939,0.0,0.0,60.7128,0.0,0.0,36.6892,0.0
3584,YPK_3632,NC_010465,4008468,4009082,-,615,2,0,4,2,1,0,72.2741,0.0,144.7068,88.3443,42.2501,0.0,59.4054,0.0,130.4164,76.7342,36.6892,0.0
3585,YPK_3633,NC_010465,4009410,4010999,-,1590,12,18,22,8,6,5,167.7304,245.1763,307.8432,136.6836,98.0521,104.0005,356.4321,546.4149,717.2899,306.9368,220.135,223.7036
3586,YPK_3634,NC_010465,4011177,4011620,-,444,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3587,YPK_3635,NC_010465,4011565,4012002,-,438,0,0,2,1,0,0,0.0,0.0,101.5921,62.0225,0.0,0.0,0.0,0.0,65.2082,38.3671,0.0,0.0
3588,YPK_3636,NC_010465,4012115,4013158,+,1044,4,8,2,2,5,3,85.1505,165.9559,42.622,52.0419,124.4435,95.0349,118.8107,242.8511,65.2082,76.7342,183.4458,134.2222
3589,YPK_3637,NC_010465,4014027,4014365,-,339,3,0,0,0,0,0,196.675,0.0,0.0,0.0,0.0,0.0,89.108,0.0,0.0,0.0,0.0,0.0
3590,YPK_3638,NC_010465,4014632,4015768,+,1137,4,4,2,0,0,0,78.1857,76.1908,39.1357,0.0,0.0,0.0,118.8107,121.4255,65.2082,0.0,0.0,0.0
3591,YPK_3639,NC_010465,4016327,4017412,-,1086,0,8,2,0,4,1,0.0,159.5377,40.9736,0.0,95.7046,30.4532,0.0,242.8511,65.2082,0.0,146.7567,44.7407
3592,YPK_3640,NC_010465,4017805,4018068,+,264,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3593,YPK_3641,NC_010465,4018215,4018547,+,333,2,0,2,0,0,0,133.4792,0.0,133.6256,0.0,0.0,0.0,59.4054,0.0,65.2082,0.0,0.0,0.0
3594,YPK_3642,NC_010465,4018908,4021994,-,3087,8,2,4,3,2,5,57.5945,14.0313,28.8289,26.4003,16.8343,53.5668,237.6214,60.7128,130.4164,115.1013,73.3783,223.7036
3595,YPK_3643,NC_010465,4021994,4023076,-,1083,4,0,0,4,0,1,82.0841,0.0,0.0,100.3356,0.0,30.5375,118.8107,0.0,0.0,153.4684,0.0,44.7407
3596,YPK_3644,NC_010465,4023128,4023361,-,234,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3597,YPK_3645,NC_010465,4023936,4024049,-,114,0,0,0,0,1,0,0.0,0.0,0.0,0.0,227.9282,0.0,0.0,0.0,0.0,0.0,36.6892,0.0
3598,YPK_3646,NC_010465,4024171,4025403,-,1233,0,2,3,2,3,3,0.0,35.1293,54.133,44.0647,63.2209,80.4675,0.0,60.7128,97.8123,76.7342,110.0675,134.2222
3599,YPK_3647,NC_010465,4025451,4026644,-,1194,4,2,1,0,0,1,74.4532,36.2768,18.6337,0.0,0.0,27.6986,118.8107,60.7128,32.6041,0.0,0.0,44.7407
3600,YPK_3648,NC_010465,4026960,4028552,-,1593,2,2,0,0,0,0,27.9024,27.1905,0.0,0.0,0.0,0.0,59.4054,60.7128,0.0,0.0,0.0,0.0
3601,YPK_3649,NC_010465,4028723,4029718,-,996,4,2,8,2,4,0,89.2541,43.4884,178.7041,54.5499,104.3526,0.0,118.8107,60.7128,260.8327,76.7342,146.7567,0.0
3602,YPK_3650,NC_010465,4030063,4031646,+,1584,0,3,4,0,0,0,0.0,41.0175,56.1835,0.0,0.0,0.0,0.0,91.0692,130.4164,0.0,0.0,0.0
3603,YPK_3651,NC_010465,4031640,4032695,+,1056,2,0,0,0,0,0,42.0914,0.0,0.0,0.0,0.0,0.0,59.4054,0.0,0.0,0.0,0.0,0.0
3604,YPK_3652,NC_010465,4032692,4033693,+,1002,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3605,YPK_3653,NC_010465,4033752,4034771,+,1020,2,0,2,0,0,0,43.577,0.0,43.6248,0.0,0.0,0.0,59.4054,0.0,65.2082,0.0,0.0,0.0
3606,YPK_3654,NC_010465,4034827,4035702,+,876,7,2,0,0,0,0,177.5913,49.4458,0.0,0.0,0.0,0.0,207.9187,60.7128,0.0,0.0,0.0,0.0
3607,YPK_3655,NC_010465,4035766,4036056,+,291,5,4,2,0,0,0,381.8605,297.694,152.9118,0.0,0.0,0.0,148.5134,121.4255,65.2082,0.0,0.0,0.0
3608,YPK_3656,NC_010465,4036379,4036870,+,492,8,6,0,2,2,2,361.3704,264.1127,0.0,110.4304,105.6252,134.4397,237.6214,182.1383,0.0,76.7342,73.3783,89.4815
3609,YPK_3657,NC_010465,4036932,4039526,-,2595,2,2,4,0,0,2,17.1285,16.6915,34.2947,0.0,0.0,25.4891,59.4054,60.7128,130.4164,0.0,0.0,89.4815
3610,YPK_3658,NC_010465,4039891,4040973,+,1083,2,0,1,0,4,2,41.0421,0.0,20.5436,0.0,95.9697,61.0751,59.4054,0.0,32.6041,0.0,146.7567,89.4815
3611,YPK_3659,NC_010465,4041111,4041431,+,321,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3612,YPK_3660,NC_010465,4041524,4041868,+,345,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3613,YPK_3661,NC_010465,4041861,4042736,-,876,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3614,YPK_3662,NC_010465,4042738,4043274,-,537,0,2,0,2,0,1,0.0,80.6601,0.0,101.1764,0.0,61.5869,0.0,60.7128,0.0,76.7342,0.0,44.7407
3615,YPK_3663,NC_010465,4043980,4045176,+,1197,0,0,0,4,0,2,0.0,0.0,0.0,90.7799,0.0,55.2584,0.0,0.0,0.0,153.4684,0.0,89.4815
3616,YPK_3664,NC_010465,4045223,4046269,+,1047,4,0,2,0,0,0,84.9065,0.0,42.4998,0.0,0.0,0.0,118.8107,0.0,65.2082,0.0,0.0,0.0
3617,YPK_3665,NC_010465,4046612,4046914,+,303,3,1,2,0,0,0,220.0424,71.476,146.8559,0.0,0.0,0.0,89.108,30.3564,65.2082,0.0,0.0,0.0
3618,YPK_3666,NC_010465,4046986,4049631,+,2646,0,2,4,0,8,0,0.0,16.3698,33.6337,0.0,78.5603,0.0,0.0,60.7128,130.4164,0.0,293.5134,0.0
3619,YPK_3667,NC_010465,4049644,4049766,-,123,0,0,0,0,1,1,0.0,0.0,0.0,0.0,211.2505,268.8793,0.0,0.0,0.0,0.0,36.6892,44.7407
3620,YPK_3668,NC_010465,4049912,4050721,-,810,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3621,YPK_3669,NC_010465,4050816,4050995,-,180,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3622,YPK_3670,NC_010465,4050998,4051183,-,186,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3623,YPK_3671,NC_010465,4051420,4052241,+,822,0,0,0,0,4,0,0.0,0.0,0.0,0.0,126.4419,0.0,0.0,0.0,0.0,0.0,146.7567,0.0
3624,YPK_3672,NC_010465,4052306,4055038,+,2733,15,11,14,4,14,3,121.9774,87.1678,113.9705,39.7598,133.104,36.3031,445.5401,333.9202,456.4572,153.4684,513.6484,134.2222
3625,YPK_3673,NC_010465,4055040,4056272,+,1233,3,2,2,4,0,3,54.0737,35.1293,36.0887,88.1294,0.0,80.4675,89.108,60.7128,65.2082,153.4684,0.0,134.2222
3626,YPK_3674,NC_010465,4056282,4059509,+,3228,6,8,0,2,6,2,41.3091,53.6735,0.0,16.8314,48.297,20.4908,178.2161,242.8511,0.0,76.7342,220.135,89.4815
3627,YPK_3675,NC_010465,4059413,4059643,-,231,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3628,YPK_3676,NC_010465,4059757,4061022,-,1266,0,2,0,2,0,2,0.0,34.2137,0.0,42.9161,0.0,52.2467,0.0,60.7128,0.0,76.7342,0.0,89.4815
3629,YPK_3677,NC_010465,4061410,4062486,-,1077,8,10,1,10,8,5,165.0829,201.0886,20.658,252.2365,193.0088,153.5383,237.6214,303.5638,32.6041,383.671,293.5134,223.7036
3630,YPK_3678,NC_010465,4062486,4063580,-,1095,5,2,3,0,2,1,101.4807,39.5566,60.9552,0.0,47.459,30.2029,148.5134,60.7128,97.8123,0.0,73.3783,44.7407
3631,YPK_3679,NC_010465,4063860,4065371,+,1512,22,16,21,4,12,11,323.3691,229.1771,309.0092,71.8674,206.2207,240.6043,653.4589,485.7021,684.6859,153.4684,440.27,492.148
3632,YPK_3680,NC_010465,4065522,4065971,+,450,2,0,0,0,2,0,98.7746,0.0,0.0,0.0,115.4836,0.0,59.4054,0.0,0.0,0.0,73.3783,0.0
3633,YPK_3681,NC_010465,4065984,4068881,+,2898,16,24,10,18,20,17,122.7013,179.356,76.7725,168.7321,179.3224,194.0051,475.2428,728.5532,326.0409,690.6077,733.7834,760.5924
3634,YPK_3682,NC_010465,4069024,4069527,+,504,8,0,8,6,2,2,352.7663,0.0,353.1534,323.4033,103.1104,131.2387,237.6214,0.0,260.8327,230.2026,73.3783,89.4815
3635,YPK_3683,NC_010465,4070035,4070466,-,432,14,20,10,14,7,12,720.2313,1002.65,515.0154,880.3755,421.034,918.671,415.8375,607.1277,326.0409,537.1393,256.8242,536.8887
3636,YPK_3684,NC_010465,4070677,4071684,+,1008,0,0,0,2,0,1,0.0,0.0,0.0,53.9005,0.0,32.8097,0.0,0.0,0.0,76.7342,0.0,44.7407
3637,YPK_3685,NC_010465,4071947,4072405,-,459,4,3,5,0,2,0,193.6756,141.5506,242.3602,0.0,113.2192,0.0,118.8107,91.0692,163.0204,0.0,73.3783,0.0
3638,YPK_3686,NC_010465,4073044,4074612,+,1569,21,22,22,8,20,9,297.4569,303.6707,311.9634,138.5131,331.2149,189.7064,623.7562,667.8404,717.2899,306.9368,733.7834,402.6665
3639,YPK_3687,NC_010465,4074708,4075757,+,1050,5,4,1,2,1,3,105.8299,82.5038,21.1892,51.7445,24.7465,94.4919,148.5134,121.4255,32.6041,76.7342,36.6892,134.2222
3640,YPK_3688,NC_010465,4075776,4076612,+,837,1,0,0,0,2,0,26.5523,0.0,0.0,0.0,62.088,0.0,29.7027,0.0,0.0,0.0,73.3783,0.0
3641,YPK_3689,NC_010465,4076605,4077483,+,879,2,0,2,0,4,2,50.5672,0.0,50.6227,0.0,118.2426,75.2495,59.4054,0.0,65.2082,0.0,146.7567,89.4815
3642,YPK_3690,NC_010465,4077470,4078186,+,717,4,0,0,0,0,0,123.9848,0.0,0.0,0.0,0.0,0.0,118.8107,0.0,0.0,0.0,0.0,0.0
3643,YPK_3691,NC_010465,4078620,4080758,+,2139,37,48,41,10,14,9,384.4312,485.997,426.4588,127.0027,170.067,139.1535,1098.999,1457.1064,1336.7676,383.671,513.6484,402.6665
3644,YPK_3692,NC_010465,4081085,4081399,+,315,6,9,5,1,0,0,423.3196,618.7783,353.1534,86.2409,0.0,0.0,178.2161,273.2075,163.0204,38.3671,0.0,0.0
3645,YPK_3693,NC_010465,4081743,4082468,+,726,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3646,YPK_3694,NC_010465,4082469,4082945,+,477,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3647,YPK_3695,NC_010465,4082945,4083571,+,627,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3648,YPK_3696,NC_010465,4083571,4084749,+,1179,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3649,YPK_3697,NC_010465,4084742,4085623,+,882,2,0,0,0,0,0,50.3952,0.0,0.0,0.0,0.0,0.0,59.4054,0.0,0.0,0.0,0.0,0.0
3650,YPK_3698,NC_010465,4085623,4086414,+,792,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3651,YPK_3699,NC_010465,4086803,4087522,+,720,0,1,0,0,0,0,0.0,30.0795,0.0,0.0,0.0,0.0,0.0,30.3564,0.0,0.0,0.0,0.0
3652,YPK_3700,NC_010465,4087519,4088655,+,1137,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3653,YPK_3701,NC_010465,4088655,4089236,+,582,0,2,0,0,0,0,0.0,74.4235,0.0,0.0,0.0,0.0,0.0,60.7128,0.0,0.0,0.0,0.0
3654,YPK_3702,NC_010465,4089227,4089979,+,753,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3655,YPK_3703,NC_010465,4090025,4090663,-,639,1,4,2,0,0,0,34.7798,135.5696,69.6359,0.0,0.0,0.0,29.7027,121.4255,65.2082,0.0,0.0,0.0
3656,YPK_3704,NC_010465,4090815,4091258,-,444,1,4,0,0,4,2,50.0547,195.1103,0.0,0.0,234.0884,148.9737,29.7027,121.4255,0.0,0.0,146.7567,89.4815
3657,YPK_3705,NC_010465,4091387,4092553,-,1167,1,0,0,6,0,3,19.0439,0.0,0.0,139.6703,0.0,85.0184,29.7027,0.0,0.0,230.2026,0.0,134.2222
3658,YPK_3706,NC_010465,4092568,4093662,-,1095,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,60.4058,0.0,0.0,0.0,0.0,0.0,89.4815
3659,YPK_3707,NC_010465,4093674,4094513,-,840,2,0,0,2,0,1,52.9149,0.0,0.0,64.6807,0.0,39.3716,59.4054,0.0,0.0,76.7342,0.0,44.7407
3660,YPK_3708,NC_010465,4094532,4095416,-,885,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3661,YPK_3709,NC_010465,4095424,4096737,-,1314,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3662,YPK_3710,NC_010465,4097298,4098521,+,1224,0,0,0,2,0,1,0.0,0.0,0.0,44.3887,0.0,27.0197,0.0,0.0,0.0,76.7342,0.0,44.7407
3663,YPK_3711,NC_010465,4098545,4100563,+,2019,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3664,YPK_3712,NC_010465,4100791,4101078,+,288,0,0,2,0,0,0,0.0,0.0,154.5046,0.0,0.0,0.0,0.0,0.0,65.2082,0.0,0.0,0.0
3665,YPK_3713,NC_010465,4101253,4101756,-,504,7,12,11,14,15,11,308.6705,515.6486,485.5859,754.6076,773.3277,721.8129,207.9187,364.2766,358.645,537.1393,550.3375,492.148
3666,YPK_3714,NC_010465,4101750,4102352,-,603,10,7,24,2,14,1,368.5618,251.4108,885.519,90.1024,603.2725,54.846,297.0268,212.4947,782.4981,76.7342,513.6484,44.7407
3667,YPK_3715,NC_010465,4102587,4103582,+,996,15,4,13,10,2,8,334.703,86.9769,290.3942,272.7497,52.1763,265.6398,445.5401,121.4255,423.8532,383.671,73.3783,357.9258
3668,YPK_3716,NC_010465,4103594,4104472,+,879,6,8,8,4,5,2,151.7016,197.108,202.4907,123.6217,147.8032,75.2495,178.2161,242.8511,260.8327,153.4684,183.4458,89.4815
3669,YPK_3717,NC_010465,4104613,4106019,-,1407,4,2,2,6,4,4,63.182,30.785,31.6257,115.8459,73.8701,94.0218,118.8107,60.7128,65.2082,230.2026,146.7567,178.9629
3670,YPK_3718,NC_010465,4106021,4109146,-,3126,6,16,4,8,6,4,42.657,110.8496,28.4692,69.5224,49.873,42.3188,178.2161,485.7021,130.4164,306.9368,220.135,178.9629
3671,YPK_3719,NC_010465,4109150,4110211,-,1062,8,2,0,0,0,1,167.4145,40.7858,0.0,0.0,0.0,31.1414,237.6214,60.7128,0.0,0.0,0.0,44.7407
3672,YPK_3720,NC_010465,4110818,4111873,+,1056,10,16,12,21,26,15,210.4572,328.14,252.8257,540.2304,639.7529,469.7749,297.0268,485.7021,391.2491,805.709,953.9184,671.1109
3673,YPK_3721,NC_010465,4111838,4112128,-,291,3,2,2,1,4,0,229.1163,148.847,152.9118,93.3535,357.1658,0.0,89.108,60.7128,65.2082,38.3671,146.7567,0.0
3674,YPK_3722,NC_010465,4112128,4112439,-,312,2,2,4,0,0,0,142.4633,138.8285,285.2393,0.0,0.0,0.0,59.4054,60.7128,130.4164,0.0,0.0,0.0
3675,YPK_3723,NC_010465,4112463,4112831,-,369,0,1,0,0,0,1,0.0,58.6917,0.0,0.0,0.0,89.6264,0.0,30.3564,0.0,0.0,0.0,44.7407
3676,YPK_3724,NC_010465,4113067,4115061,-,1995,34,56,32,62,58,52,378.7596,607.9225,356.8708,844.2527,755.419,862.0311,1009.891,1699.9575,1043.3308,2378.76,2127.9718,2326.5178
3677,YPK_3725,NC_010465,4115248,4116132,-,885,18,25,27,35,28,26,452.0192,611.7865,678.7728,1074.3566,822.0866,971.6114,534.6482,758.9096,880.3104,1342.8484,1027.2967,1163.2589
3678,YPK_3726,NC_010465,4116257,4118374,-,2118,37,41,33,14,21,22,388.2428,419.2384,346.6506,179.5667,257.6298,343.5257,1098.999,1244.6117,1075.9349,537.1393,770.4726,984.296
3679,YPK_3727,NC_010465,4118638,4118907,-,270,54,62,104,57,47,34,4444.8558,4973.1441,8569.8562,5735.0177,4523.1076,4164.6419,1603.9445,1882.0958,3390.8252,2186.9245,1724.391,1521.1847
3680,YPK_3728,NC_010465,4119029,4120003,-,975,2,7,0,2,1,2,45.5883,155.4879,0.0,55.7249,26.6501,67.8403,59.4054,212.4947,0.0,76.7342,36.6892,89.4815
3681,YPK_3729,NC_010465,4120003,4120413,-,411,2,6,1,0,3,0,108.1473,316.1641,54.133,0.0,189.6628,0.0,59.4054,182.1383,32.6041,0.0,110.0675,0.0
3682,YPK_3730,NC_010465,4120479,4123157,-,2679,117,115,146,129,100,82,970.6012,929.6688,1212.5066,1308.0992,969.907,1012.287,3475.2131,3490.9842,4760.1969,4949.3554,3668.9169,3668.7397
3683,YPK_3731,NC_010465,4123182,4124669,-,1488,16,18,15,11,9,4,238.9707,261.9827,224.2809,200.823,157.1601,88.9036,475.2428,546.4149,489.0613,422.0381,330.2025,178.9629
3684,YPK_3732,NC_010465,4124691,4125143,-,453,1,0,0,10,2,6,49.0602,0.0,0.0,599.6882,114.7188,438.0418,29.7027,0.0,0.0,383.671,73.3783,268.4444
3685,YPK_3733,NC_010465,4125675,4126010,-,336,8,7,6,1,5,1,529.1495,451.1925,397.2976,80.8508,386.6638,98.429,237.6214,212.4947,195.6245,38.3671,183.4458,44.7407
3686,YPK_3734,NC_010465,4126233,4127573,-,1341,13,33,14,20,22,15,215.4479,532.9522,232.2754,405.1584,426.2817,369.9346,386.1348,1001.7607,456.4572,767.3419,807.1617,671.1109
3687,YPK_3735,NC_010465,4127583,4128416,-,834,6,18,9,3,6,5,159.8869,467.4225,240.0935,97.719,186.9339,198.2743,178.2161,546.4149,293.4368,115.1013,220.135,223.7036
3688,YPK_3736,NC_010465,4128536,4130479,-,1944,42,19,18,18,8,17,480.1542,211.6706,206.0062,251.5359,106.9293,289.2112,1247.5124,576.7713,586.8736,690.6077,293.5134,760.5924
3689,YPK_3737,NC_010465,4130527,4131156,-,630,0,0,0,0,2,2,0.0,0.0,0.0,0.0,82.4883,104.991,0.0,0.0,0.0,0.0,73.3783,89.4815
3690,YPK_3738,NC_010465,4131303,4131596,+,294,14,0,10,1,4,2,1058.299,0.0,756.7573,92.4009,353.5212,224.9807,415.8375,0.0,326.0409,38.3671,146.7567,89.4815
3691,YPK_3739,NC_010465,4131724,4132200,-,477,2,10,2,7,6,7,93.1836,454.0302,93.2858,398.6606,326.8404,485.3356,59.4054,303.5638,65.2082,268.5697,220.135,313.1851
3692,YPK_3740,NC_010465,4132458,4133906,+,1449,8,2,4,0,0,0,122.7013,29.8927,61.418,0.0,0.0,0.0,237.6214,60.7128,130.4164,0.0,0.0,0.0
3693,YPK_3741,NC_010465,4133912,4134574,+,663,0,0,2,1,2,0,0.0,0.0,67.1151,40.9742,78.3825,0.0,0.0,0.0,65.2082,38.3671,73.3783,0.0
3694,YPK_3742,NC_010465,4134571,4135638,+,1068,0,0,4,2,0,1,0.0,0.0,83.3283,50.8724,0.0,30.9664,0.0,0.0,130.4164,76.7342,0.0,44.7407
3695,YPK_3743,NC_010465,4135711,4136883,-,1173,2,4,6,4,2,5,37.8931,73.8525,113.8039,92.6372,44.3032,140.9725,59.4054,121.4255,195.6245,153.4684,73.3783,223.7036
3696,YPK_3744,NC_010465,4137424,4137795,+,372,0,4,2,0,1,0,0.0,232.8736,119.6165,0.0,69.849,0.0,0.0,121.4255,65.2082,0.0,36.6892,0.0
3697,YPK_3745,NC_010465,4137928,4138116,-,189,0,0,2,0,1,1,0.0,0.0,235.4356,0.0,137.4805,174.985,0.0,0.0,65.2082,0.0,36.6892,44.7407
3698,YPK_3746,NC_010465,4138569,4139171,-,603,6,2,7,2,0,3,221.1371,71.8316,258.2764,90.1024,0.0,164.5381,178.2161,60.7128,228.2286,76.7342,0.0,134.2222
3699,YPK_3747,NC_010465,4139233,4139415,-,183,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3700,YPK_3748,NC_010465,4139579,4140007,-,429,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3701,YPK_3749,NC_010465,4140007,4140159,-,153,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3702,YPK_3750,NC_010465,4140246,4140656,-,411,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3703,YPK_3751,NC_010465,4140653,4141663,-,1011,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3704,YPK_3752,NC_010465,4141678,4141959,-,282,2,0,0,0,0,1,157.619,0.0,0.0,0.0,0.0,117.2771,59.4054,0.0,0.0,0.0,0.0,44.7407
3705,YPK_3753,NC_010465,4142062,4142961,-,900,24,16,14,8,12,9,592.6474,385.0176,346.0903,241.4744,346.4508,330.7216,712.8642,485.7021,456.4572,306.9368,440.27,402.6665
3706,YPK_3754,NC_010465,4143060,4144283,-,1224,2,6,0,2,0,2,36.3142,106.1629,0.0,44.3887,0.0,54.0395,59.4054,182.1383,0.0,76.7342,0.0,89.4815
3707,YPK_3755,NC_010465,4144446,4145432,-,987,0,0,0,0,6,1,0.0,0.0,0.0,0.0,157.9563,33.5078,0.0,0.0,0.0,0.0,220.135,44.7407
3708,YPK_3756,NC_010465,4145520,4145777,-,258,24,24,9,15,18,16,2067.3748,2014.627,776.1162,1579.4112,1812.8239,2050.9864,712.8642,728.5532,293.4368,575.5064,660.405,715.8516
3709,YPK_3757,NC_010465,4145797,4146108,-,312,10,16,20,9,10,13,712.3166,1110.6277,1426.1965,783.631,832.8144,1378.0065,297.0268,485.7021,652.0818,345.3039,366.8917,581.6295
3710,YPK_3758,NC_010465,4146368,4147339,+,972,13,14,10,8,2,5,297.2383,311.9356,228.8957,223.5874,53.4646,170.1243,386.1348,424.9894,326.0409,306.9368,73.3783,223.7036
3711,YPK_3759,NC_010465,4147436,4147783,-,348,1,0,0,0,0,0,63.8629,0.0,0.0,0.0,0.0,0.0,29.7027,0.0,0.0,0.0,0.0,0.0
